seg_id,u,v,key,street,highway,length_m,lat,lon,light,encl_frontage,encl_height,poi_density,poi_night_density,transit_night_400m,vis_sidewalk,vis_vegetation,vis_sky,vis_building,vis_pole,has_visual,car_free,traffic_class,maxspeed_mph,lanes,traffic_exposure,sidewalk_present,crossing_near,day_safety,comfort_night,geometry_wkt
0,126143170,6746387794,0,nan,footway,65.9,43.6087,-116.204,0.0,0.0,0.0,3,0,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2227,"LINESTRING (-116.204333 43.608591, -116.204298 43.608627, -116.204235 43.608673, -116.20419 43.608687, -116.204139 43.608696, -116.20391 43.608696, -116.20382 43.608703, -116.203767 43.60871, -116.203712 43.608739, -116.203638 43.608812)"
1,126143176,9451654287,0,West Julia Davis Drive,unclassified,134.4,43.6102,-116.2048,0.0,0.75,5.0603,6,0,3,0.0786,0.3655,0.1599,0.0028,0.004,True,0.0,2.0,15.0,2.0,0.107,0.5,4.0,0.974,0.1804,"LINESTRING (-116.205634 43.610284, -116.205468 43.610286, -116.205304 43.61028, -116.205162 43.610263, -116.205007 43.610225, -116.204801 43.61014, -116.204637 43.610035, -116.204562 43.609986, -116.204233 43.609738)"
2,126171718,126260474,0,East Holly Street,residential,74.6,43.6058,-116.1868,0.0,1.0,4.8849,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,5.0,0.881,0.0,"LINESTRING (-116.186363 43.605582, -116.187141 43.605946)"
3,126177390,957703931,0,nan,footway,80.9,43.6104,-116.2161,0.0,0.0,0.0,2,1,1,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.2911,"LINESTRING (-116.21624 43.610775, -116.216199 43.610745, -116.216158 43.610712, -116.21613 43.610658, -116.216118 43.610603, -116.216113 43.610552, -116.216103 43.610466, -116.21607 43.610412, -116.216009 43.610293, -116.216008 43.610231, -116.216017 43.610162, -116.216029 43.610128, -116.216044 43.610092)"
4,126177451,898395076,0,nan,footway,93.5,43.608,-116.2181,0.0,0.0,0.0,0,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2136,"LINESTRING (-116.218675 43.608035, -116.218436 43.608035, -116.218329 43.608027, -116.218222 43.608009, -116.218095 43.607982, -116.218006 43.60795, -116.217861 43.607873, -116.21783 43.607831, -116.217824 43.607785, -116.217833 43.607736, -116.21786 43.60767)"
5,126177451,898394987,0,nan,footway,297.7,43.6067,-116.2168,0.0,0.2353,4.3921,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2648,"LINESTRING (-116.215309 43.605978, -116.215509 43.606007, -116.215603 43.606044, -116.215698 43.606112, -116.215775 43.60617, -116.215884 43.606218, -116.215978 43.606254, -116.216091 43.606277, -116.216202 43.606304, -116.216314 43.606354, -116.216405 43.606406, -116.216498 43.606464, -116.216581 43.60653, -116.216643 43.606589, -116.216759 43.606712, -116.216836 43.606778, -116.216945 43.606851, -116.217056 43.606908, -116.217225 43.60699, -116.217389 43.607069, -116.217584 43.607171, -116.217712 43.607238, -116.217818 43.607308, -116.217867 43.60736, -116.217891 43.607418, -116.217909 43.607519, -116.217901 43.607575, -116.217883 43.60762, -116.21786 43.60767)"
6,126186876,6212506114,0,West Julia Davis Drive,unclassified,72.7,43.6095,-116.2037,0.0,0.0,0.0,3,0,3,,,,,,False,0.0,2.0,15.0,2.0,0.107,0.5,3.0,0.974,0.2759,"LINESTRING (-116.204125 43.609675, -116.203981 43.6096, -116.203758 43.609516, -116.203447 43.609442, -116.203304 43.609421)"
7,126186876,7075988418,0,West Julia Davis Drive,unclassified,138.0,43.6093,-116.2025,0.0,0.375,3.9526,4,0,3,,,,,,False,0.0,2.0,15.0,2.0,0.107,0.5,2.0,0.974,0.3055,"LINESTRING (-116.201648 43.609145, -116.201843 43.609172, -116.202003 43.609206, -116.202293 43.609288, -116.202509 43.609351, -116.202738 43.609399, -116.202958 43.609411, -116.203304 43.609421)"
8,126194312,126239103,0,South Walnut Street,tertiary,66.8,43.6037,-116.1854,0.0362,0.75,5.0322,0,0,0,0.0112,0.3209,0.1256,0.0118,0.0012,True,0.0,3.0,30.0,2.0,0.321,0.5,3.0,0.773,0.171,"LINESTRING (-116.185584 43.603489, -116.185137 43.603995)"
9,126195636,126195640,0,West Yale Court,residential,55.9,43.6017,-116.2043,0.0259,1.0,2.6014,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0311,"LINESTRING (-116.204199 43.601954, -116.2045 43.601501)"
10,126195640,126195643,0,West Yale Court,residential,26.6,43.6021,-116.2041,0.0708,1.0,3.0294,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0117,"LINESTRING (-116.204056 43.60217, -116.204199 43.601954)"
11,126195640,126409436,0,West Yale Court,residential,67.8,43.6021,-116.2046,0.0962,1.0,3.3181,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.0004,"LINESTRING (-116.204951 43.602228, -116.204199 43.601954)"
12,126215811,9592909212,0,nan,footway,44.1,43.6119,-116.2189,0.0,0.0,0.0,0,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2136,"LINESTRING (-116.218955 43.612128, -116.218846 43.611866, -116.218789 43.611848, -116.218788 43.61177)"
13,126222229,5763093970,0,West Fairview Avenue,secondary,72.0,43.6206,-116.2165,0.2869,0.2,7.6314,4,1,5,,,,,,False,0.0,4.0,35.0,4.0,1.0,0.5,3.0,0.55,0.7408,"LINESTRING (-116.216092 43.620583, -116.216986 43.620598)"
14,126222229,7056068384,0,West Fairview Avenue,secondary,104.6,43.6206,-116.2176,0.4908,0.8333,6.9297,3,1,4,,,,,,False,0.0,4.0,35.0,3.0,0.75,0.5,7.0,0.587,0.5667,"LINESTRING (-116.218284 43.620628, -116.217911 43.620619, -116.21789 43.620619, -116.217377 43.620607, -116.217257 43.620604, -116.217172 43.620602, -116.216986 43.620598)"
15,126228643,2292636655,0,West Fort Street,tertiary,34.3,43.6149,-116.1922,0.2148,0.0,0.0,12,0,5,0.0012,0.1764,0.2728,0.0517,0.0062,True,0.0,3.0,30.0,1.0,0.161,0.5,7.0,0.796,0.3833,"LINESTRING (-116.192193 43.614715, -116.192164 43.614799, -116.19217 43.614891, -116.192191 43.614963, -116.192221 43.615015)"
16,126228643,2292636655,1,West Fort Street,tertiary,106.1,43.6152,-116.1924,0.0781,0.1667,7.6343,15,0,5,0.0101,0.1582,0.289,0.049,0.0056,True,0.0,3.0,30.0,2.0,0.321,0.5,7.0,0.773,0.4872,"LINESTRING (-116.192193 43.614715, -116.192227 43.614816, -116.19224 43.614901, -116.19227 43.614957, -116.192288 43.61499, -116.192352 43.615064, -116.192432 43.61515, -116.192502 43.61521, -116.192517 43.615268, -116.192445 43.615249, -116.192383 43.615192, -116.19233 43.615136, -116.192303 43.615107, -116.192221 43.615015)"
17,126228673,12483966357,0,West Fort Street,tertiary,48.8,43.6213,-116.1968,0.0225,1.0,6.9563,8,2,2,,,,,,False,0.0,3.0,30.0,2.0,0.321,0.5,3.0,0.773,0.2259,"LINESTRING (-116.197076 43.621471, -116.19658 43.621219)"
18,126228673,8223343199,0,North 6th Street,tertiary,105.2,43.6209,-116.196,0.0472,0.8333,6.2433,6,0,2,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,7.0,0.881,0.1371,"LINESTRING (-116.195557 43.620833, -116.195648 43.620737, -116.195744 43.620798, -116.196432 43.621144, -116.19658 43.621219)"
19,126229807,126229813,0,West Shoreline Lane,unclassified,149.4,43.6134,-116.2177,0.0,1.0,6.7215,16,1,1,0.0263,0.2286,0.2305,0.0358,0.0018,True,0.0,2.0,25.0,2.0,0.179,0.5,5.0,0.881,0.0567,"LINESTRING (-116.218335 43.613905, -116.218166 43.613727, -116.218087 43.613627, -116.217586 43.613274, -116.217445 43.613236, -116.217246 43.613107, -116.217148 43.613094, -116.216975 43.613135)"
20,126229807,6208619120,0,West Shoreline Lane,unclassified,48.5,43.6129,-116.2168,0.0,0.6667,9.252,4,1,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.2815,"LINESTRING (-116.216585 43.612935, -116.216626 43.612948, -116.216763 43.612902, -116.216826 43.612913, -116.216975 43.613135)"
21,126231315,126308022,0,South Capitol Boulevard,primary,41.6,43.6045,-116.2123,0.184,0.0,0.0,3,2,3,0.0258,0.2456,0.2599,0.0196,0.0053,True,0.0,5.0,40.0,3.0,1.0,0.5,4.0,0.425,0.5084,"LINESTRING (-116.212475 43.604345, -116.212304 43.60454, -116.212187 43.604656)"
22,126231929,7234149296,0,West River Street,secondary,40.1,43.6116,-116.2105,0.2642,1.0,7.1324,10,0,5,0.027,0.0704,0.2097,0.2848,0.0024,True,0.0,4.0,30.0,3.0,0.643,0.5,4.0,0.75,0.3072,"LINESTRING (-116.21033 43.611542, -116.210729 43.611757)"
23,126231929,6208619111,0,West River Street,secondary,109.8,43.612,-116.2113,0.1436,0.1429,7.1324,16,0,4,0.0656,0.1754,0.2611,0.0939,0.0021,True,0.0,4.0,30.0,3.0,0.643,0.5,10.0,0.75,0.4568,"LINESTRING (-116.211851 43.612319, -116.210729 43.611757)"
24,126231935,6208619113,0,West River Street,secondary,98.0,43.6126,-116.2125,0.2048,1.0,6.3519,9,0,2,0.0144,0.2727,0.189,0.0336,0.009,True,0.0,4.0,30.0,3.0,0.643,0.5,8.0,0.75,0.1205,"LINESTRING (-116.21198 43.612386, -116.212975 43.612894)"
25,126231935,6208619115,0,West River Street,secondary,62.8,43.6131,-116.2133,0.3214,0.0,0.0,3,0,2,0.0118,0.2268,0.2434,0.0229,0.013,True,0.0,4.0,30.0,3.0,0.643,0.5,6.0,0.75,0.348,"LINESTRING (-116.213532 43.613285, -116.213499 43.613242, -116.213256 43.613057, -116.212975 43.612894)"
26,126231958,8324061590,0,South Americana Boulevard,secondary,32.0,43.6178,-116.217,0.4027,0.0,0.0,10,0,2,0.03,0.2067,0.2554,0.3674,0.0023,True,0.0,4.0,30.0,3.0,0.643,0.5,10.0,0.75,0.3086,"LINESTRING (-116.217142 43.617768, -116.216784 43.617893)"
27,126232402,12677636546,0,East Lewis Street,residential,111.8,43.6075,-116.1883,0.0023,1.0,5.6964,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0383,"LINESTRING (-116.187746 43.607217, -116.188573 43.607575, -116.188767 43.607659, -116.188938 43.607733)"
28,126233217,6208568575,0,South 23rd Street,unclassified,138.1,43.6194,-116.2165,0.0043,0.25,5.1684,2,0,5,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.5134,"LINESTRING (-116.217345 43.619362, -116.217163 43.619368, -116.216798 43.619364, -116.216471 43.61936, -116.216133 43.619352, -116.215892 43.619349, -116.21563 43.619342)"
29,126233217,6208568549,0,West Front Street,tertiary,49.9,43.6193,-116.2153,0.0293,0.0,0.0,2,0,5,,,,,,False,0.0,3.0,30.0,2.0,0.321,0.5,3.0,0.773,0.414,"LINESTRING (-116.215046 43.61919, -116.215125 43.619213, -116.21563 43.619342)"
30,126233251,7056068224,0,South 23rd Street,unclassified,33.8,43.6204,-116.2184,0.3311,1.0,5.8773,2,0,5,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,5.0,0.881,0.407,"LINESTRING (-116.218395 43.620536, -116.218399 43.620418, -116.218387 43.620231)"
31,126235901,8582170110,0,West Horizon Drive,residential,40.7,43.6252,-116.1885,0.0121,1.0,0.0,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0,"LINESTRING (-116.188492 43.625416, -116.188493 43.62505)"
32,126235901,6905774157,0,West Horizon Drive,residential,132.2,43.6253,-116.1892,0.0,1.0,5.1889,1,1,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.1306,"LINESTRING (-116.189639 43.625792, -116.189011 43.625155, -116.188944 43.625109, -116.188853 43.625067, -116.188648 43.62505, -116.188493 43.62505)"
33,126235901,6918666000,0,West Horizon Drive,residential,172.0,43.625,-116.1874,0.0,1.0,5.7359,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0867,"LINESTRING (-116.186374 43.625159, -116.186612 43.62511, -116.186821 43.625071, -116.187046 43.625049, -116.188493 43.62505)"
34,126235910,6905774157,0,West Horizon Drive,residential,40.3,43.6259,-116.1898,0.0,0.6667,0.0,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0,"LINESTRING (-116.189639 43.625792, -116.189944 43.626079)"
35,126235910,126235929,0,West Horizon Drive,residential,65.7,43.6258,-116.1901,0.0,0.75,3.752,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.1319,"LINESTRING (-116.190062 43.62554, -116.190076 43.625646, -116.190129 43.625791, -116.190131 43.625844, -116.190121 43.625917, -116.190062 43.625991, -116.189944 43.626079)"
36,126235910,126272993,0,West East Way,residential,219.4,43.6262,-116.1886,0.0,0.7692,4.904,1,1,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.2011,"LINESTRING (-116.187279 43.625942, -116.187812 43.626035, -116.188417 43.626158, -116.189636 43.626158, -116.189812 43.62613, -116.189944 43.626079)"
37,126235929,126235942,0,West Horizon Drive,residential,131.3,43.625,-116.1902,0.0205,0.75,4.0573,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0977,"LINESTRING (-116.190785 43.624795, -116.190651 43.624708, -116.190586 43.624695, -116.190519 43.624702, -116.190406 43.624727, -116.190357 43.624755, -116.19028 43.624829, -116.190231 43.62492, -116.190072 43.625493, -116.190062 43.62554)"
38,126235942,126409388,0,West Circle Way Drive,residential,59.5,43.6245,-116.1908,0.0518,0.75,3.7801,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0755,"LINESTRING (-116.190679 43.624266, -116.190764 43.624564, -116.190785 43.624795)"
39,126235942,126312540,0,West O'Farrell Street,residential,86.7,43.6248,-116.1913,0.0049,1.0,3.7133,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0,"LINESTRING (-116.191846 43.62485, -116.190961 43.624845, -116.19087 43.62483, -116.190785 43.624795)"
40,126239103,6945763999,0,South Walnut Street,tertiary,91.0,43.6031,-116.1859,0.0658,0.6667,3.9376,0,0,0,0.0209,0.3815,0.0774,0.0316,0.0084,True,0.0,3.0,30.0,2.0,0.321,0.5,4.0,0.773,0.1888,"LINESTRING (-116.186196 43.602802, -116.185584 43.603489)"
41,126239113,11049572074,0,South Walnut Street,tertiary,55.3,43.6024,-116.1865,0.1483,0.25,6.6904,17,2,0,0.0905,0.1257,0.188,0.0787,0.0039,True,0.0,3.0,30.0,2.0,0.321,0.5,4.0,0.773,0.3615,"LINESTRING (-116.186335 43.602644, -116.186547 43.602401, -116.186702 43.602224)"
42,126241121,8444326772,0,South VA Hospital Loop,unclassified,49.2,43.6193,-116.1902,0.0,1.0,0.0,0,0,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.0462,"LINESTRING (-116.190474 43.619407, -116.190298 43.619357, -116.190174 43.619295, -116.18997 43.619166)"
43,126241121,126290520,0,South VA Hospital Loop,unclassified,53.8,43.619,-116.1897,0.0,0.0,0.0,1,1,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,7.0,0.881,0.426,"LINESTRING (-116.189491 43.618828, -116.18959 43.618893, -116.18997 43.619166)"
44,126241127,126241130,0,South VA Hospital Loop,unclassified,51.7,43.6194,-116.1909,0.0,0.0,0.0,0,0,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.3733,"LINESTRING (-116.191247 43.619433, -116.190605 43.619424)"
45,126241130,8225216498,0,South VA Hospital Loop,unclassified,83.3,43.6196,-116.1917,0.0,0.0,0.0,0,0,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.3733,"LINESTRING (-116.192172 43.619758, -116.191682 43.619571, -116.191571 43.619508, -116.191247 43.619433)"
46,126241146,8225216537,0,South VA Hospital Loop,unclassified,25.4,43.62,-116.1936,0.0,0.0,0.0,1,1,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.3196,"LINESTRING (-116.193805 43.620009, -116.19349 43.619999)"
47,126241146,6228253315,0,South VA Hospital Loop,unclassified,102.4,43.6199,-116.1929,0.0,0.5,8.5162,1,1,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.499,"LINESTRING (-116.192258 43.619783, -116.192683 43.61989, -116.192997 43.619946, -116.193265 43.619981, -116.19349 43.619999)"
48,126241170,6206412320,0,North VA Hospital Loop,unclassified,89.2,43.6211,-116.193,0.0,0.0,0.0,0,0,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.2668,"LINESTRING (-116.193291 43.620744, -116.19301 43.621045, -116.192634 43.62139)"
49,126241174,8225216554,0,nan,footway,108.0,43.6216,-116.1915,0.0,1.0,6.1404,1,0,1,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.0974,"LINESTRING (-116.191297 43.621138, -116.191799 43.622039)"
50,126241174,6206412348,0,North VA Hospital Loop,unclassified,38.3,43.6221,-116.1916,0.0,1.0,6.0148,0,0,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.1442,"LINESTRING (-116.191354 43.622163, -116.191426 43.622144, -116.191799 43.622039)"
51,126241174,6206412325,0,North VA Hospital Loop,unclassified,77.8,43.6218,-116.1922,0.0,0.6,6.7991,0,0,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.2862,"LINESTRING (-116.192473 43.621549, -116.192286 43.621735, -116.192146 43.621856, -116.191974 43.621961, -116.191799 43.622039)"
52,126241179,3579614461,0,North VA Hospital Loop,unclassified,25.3,43.6222,-116.191,0.0,0.5,5.7637,0,0,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.3039,"LINESTRING (-116.19083 43.622216, -116.190981 43.622212, -116.191144 43.622199)"
53,126241192,8225216355,0,Access Road,unclassified,40.7,43.6205,-116.1892,0.0,1.0,0.0,2,0,1,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0,"LINESTRING (-116.18922 43.620306, -116.189261 43.620671)"
54,126241591,6317290259,0,East Front Street,secondary,91.7,43.6036,-116.188,0.2082,0.6667,9.1852,33,0,0,0.0359,0.1145,0.2348,0.151,0.0072,True,0.0,4.0,35.0,4.0,1.0,0.5,5.0,0.55,0.0726,"LINESTRING (-116.187678 43.603967, -116.187694 43.603948, -116.188039 43.603518, -116.188196 43.603234)"
55,126242035,126409436,0,South Joyce Street,residential,118.6,43.6018,-116.2053,0.0519,1.0,3.7899,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.0,"LINESTRING (-116.204951 43.602228, -116.205605 43.601272)"
56,126242035,126242039,0,West Potter Drive,residential,29.6,43.6013,-116.2058,0.0352,1.0,3.5294,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0588,"LINESTRING (-116.205952 43.601195, -116.205793 43.601253, -116.205605 43.601272)"
57,126242039,126242041,0,West Potter Drive,residential,120.0,43.6014,-116.2066,0.0317,1.0,4.2741,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.0247,"LINESTRING (-116.207283 43.601681, -116.205952 43.601195)"
58,126242039,7516052851,0,South Joyce Street,residential,46.8,43.601,-116.2061,0.0026,1.0,3.2651,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.0398,"LINESTRING (-116.206127 43.600808, -116.20613 43.600895, -116.206108 43.600992, -116.206057 43.601099, -116.205952 43.601195)"
59,126242041,126287403,0,South Juanita Street,residential,65.6,43.6019,-116.2071,0.0709,1.0,4.3392,0,0,0,,,,,,False,0.0,2.0,15.0,2.0,0.107,0.5,0.0,0.974,0.09,"LINESTRING (-116.206889 43.602196, -116.207283 43.601681)"
60,126242041,7046057409,0,South Juanita Street,residential,53.8,43.6015,-116.2075,0.1309,1.0,5.3173,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.0823,"LINESTRING (-116.20764 43.601272, -116.207283 43.601681)"
61,126244485,2468418285,0,North Bruce Avenue,residential,27.0,43.6114,-116.1861,0.0181,1.0,5.4851,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.0411,"LINESTRING (-116.186168 43.611321, -116.186099 43.611435, -116.186058 43.611549)"
62,126244485,8235235619,0,nan,footway,127.1,43.6115,-116.1868,0.0128,1.0,6.3444,1,0,0,0.0984,0.4058,0.0947,0.0362,0.0045,True,1.0,0.0,25.0,2.0,0.0,1.0,7.0,0.92,0.0521,"LINESTRING (-116.187637 43.611536, -116.186189 43.61155, -116.186149 43.61155, -116.186058 43.611549)"
63,126247681,8223397387,0,North Flume Street,residential,49.7,43.6113,-116.1877,0.002,1.0,4.173,1,0,0,0.0054,0.4538,0.1105,0.0138,0.0008,True,0.0,2.0,25.0,2.0,0.179,0.5,4.0,0.881,0.0111,"LINESTRING (-116.187707 43.611535, -116.187712 43.611088)"
64,126247681,8235235679,0,North Flume Street,residential,71.5,43.6108,-116.1877,0.0173,1.0,5.1578,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.0354,"LINESTRING (-116.187728 43.610446, -116.187719 43.610501, -116.187712 43.611088)"
65,126247688,8235235621,0,East Flume Court,residential,59.9,43.6111,-116.1873,0.0,1.0,3.2703,2,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.0,"LINESTRING (-116.187622 43.611088, -116.187437 43.611088, -116.186878 43.611086)"
66,126255264,126255274,1,West Rose Park Circle,residential,58.3,43.6259,-116.1915,0.0499,1.0,4.084,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.0766,"LINESTRING (-116.19185 43.626017, -116.191635 43.626016, -116.191615 43.626011, -116.191597 43.626004, -116.191579 43.625993, -116.191565 43.62598, -116.191555 43.625964, -116.19155 43.625947, -116.19155 43.625928, -116.191557 43.62591, -116.191568 43.625894, -116.191584 43.625881, -116.191607 43.625869, -116.191635 43.625862, -116.191849 43.625862)"
67,126256405,7369614698,0,West State Street,residential,153.9,43.6289,-116.2186,0.2367,1.0,5.976,4,0,4,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,9.0,0.881,0.2826,"LINESTRING (-116.217847 43.628483, -116.217888 43.628492, -116.219253 43.629416)"
68,126264008,5089990193,0,Friendship Lane,residential,40.8,43.605,-116.2039,0.0,0.0,0.0,5,0,0,0.0,0.3857,0.049,0.0899,0.0002,True,0.0,2.0,15.0,1.0,0.054,0.5,2.0,0.977,0.0877,"LINESTRING (-116.20364 43.604931, -116.203728 43.604948, -116.203885 43.604999, -116.204 43.605044, -116.204087 43.605097)"
69,126264016,6404887120,0,Friendship Lane,residential,63.9,43.6048,-116.2009,0.0,1.0,8.2571,5,1,0,,,,,,False,0.0,2.0,15.0,1.0,0.054,0.5,0.0,0.977,0.0957,"LINESTRING (-116.200525 43.604891, -116.201093 43.604823, -116.201304 43.604784)"
70,126264016,126460499,0,South Theatre Lane,unclassified,89.9,43.6044,-116.2014,0.0,1.0,8.2571,4,1,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,0.0,0.881,0.1085,"LINESTRING (-116.201738 43.604076, -116.201291 43.604594, -116.201264 43.604654, -116.201268 43.604711, -116.201304 43.604784)"
71,126264038,6101000940,0,Friendship Lane,residential,62.1,43.603,-116.1941,0.0112,0.5,5.3649,1,0,3,,,,,,False,0.0,2.0,15.0,2.0,0.107,0.5,3.0,0.974,0.3597,"LINESTRING (-116.194163 43.603307, -116.194114 43.602963, -116.194079 43.602899, -116.194013 43.602839, -116.193928 43.602811)"
72,126266643,126266683,0,East Strawberry Lane,residential,64.3,43.6039,-116.1864,0.0,1.0,5.9498,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,6.0,0.881,0.09,"LINESTRING (-116.186021 43.603697, -116.186684 43.60402)"
73,126266643,11232563430,0,East Strawberry Lane,residential,35.4,43.6041,-116.1869,0.031,1.0,4.846,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0839,"LINESTRING (-116.187054 43.604191, -116.186684 43.60402)"
74,126266683,8015012013,0,East Strawberry Lane,residential,32.2,43.6036,-116.1859,0.0668,1.0,5.0322,0,0,0,0.0534,0.4106,0.0388,0.052,0.0094,True,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.1012,"LINESTRING (-116.185687 43.603538, -116.186021 43.603697)"
75,126267194,9529570191,0,West Sherman Street,residential,233.1,43.628,-116.1919,0.006,1.0,5.4907,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,2.0,0.881,0.0852,"LINESTRING (-116.193271 43.628362, -116.193171 43.628339, -116.192481 43.628094, -116.192292 43.628055, -116.192101 43.62805, -116.190549 43.62805, -116.190475 43.628076)"
76,126267194,8223342927,0,West Sherman Street,residential,108.2,43.6283,-116.1899,0.0224,1.0,4.8418,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0318,"LINESTRING (-116.189366 43.628552, -116.189396 43.628502, -116.189487 43.628408, -116.189537 43.628349, -116.189621 43.62831, -116.190264 43.628155, -116.190402 43.628108, -116.190475 43.628076)"
77,126267236,6364039731,0,West Chalet Lane,unclassified,41.2,43.6046,-116.21,0.0,1.0,7.4637,2,1,3,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,9.0,0.881,0.2946,"LINESTRING (-116.210202 43.604661, -116.209721 43.604534)"
78,126269370,5263966053,0,West Julia Davis Drive,unclassified,47.2,43.6102,-116.2061,0.0,0.3333,7.1754,5,0,5,0.0158,0.1338,0.3614,0.0328,0.003,True,0.0,2.0,15.0,2.0,0.107,0.5,7.0,0.974,0.4654,"LINESTRING (-116.205807 43.610268, -116.206074 43.610226, -116.206205 43.610218, -116.206381 43.610252)"
79,126269489,126349984,0,East Lenz Street,residential,87.2,43.6081,-116.1876,0.0196,1.0,5.7284,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,1.0,0.881,0.0943,"LINESTRING (-116.188018 43.608265, -116.187093 43.607858)"
80,126269489,6208705042,0,South Straughan Avenue,residential,64.8,43.6076,-116.1873,0.0355,1.0,3.7279,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0634,"LINESTRING (-116.187496 43.607354, -116.187357 43.607524, -116.187093 43.607858)"
81,126269489,7974918160,0,South Straughan Avenue,residential,96.0,43.6082,-116.1868,0.1359,1.0,5.0639,1,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,5.0,0.881,0.08,"LINESTRING (-116.186489 43.608603, -116.186573 43.608499, -116.187093 43.607858)"
82,126269495,8323711808,0,East Holly Street,residential,95.3,43.6062,-116.1877,0.0155,1.0,4.8442,0,0,0,,,,,,False,0.0,2.0,25.0,2.0,0.179,0.5,3.0,0.881,0.0778,"LINESTRING (-116.187228 43.605987, -116.188223 43.606452)"
