seg_id,u,v,key,street,highway,length_m,lat,lon,light,encl_frontage,encl_height,poi_density,poi_night_density,transit_night_400m,vis_sidewalk,vis_vegetation,vis_sky,vis_building,vis_pole,has_visual,car_free,traffic_class,maxspeed_mph,lanes,traffic_exposure,sidewalk_present,crossing_near,day_safety,comfort_night,geometry_wkt
816,6742374702,6742374705,0,nan,footway,26.5,43.6044,-116.2063,0.0,1.0,8.6499,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0114,"LINESTRING (-116.206346 43.604341, -116.206204 43.604556)"
817,6742374703,6742374707,0,nan,path,36.4,43.6044,-116.2062,0.0,1.0,8.2348,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0068,"LINESTRING (-116.206261 43.604218, -116.206061 43.604512)"
818,6742374748,6742374751,0,nan,footway,30.2,43.6036,-116.2052,0.0085,1.0,9.3133,21,2,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0784,"LINESTRING (-116.205324 43.603727, -116.205298 43.603695, -116.205092 43.603514)"
819,6742374772,6742374773,1,nan,path,48.4,43.6037,-116.2028,0.0,1.0,0.0,5,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.202814 43.603578, -116.202716 43.603722, -116.202832 43.603714, -116.202858 43.603675, -116.20295 43.603707, -116.202994 43.603641)"
820,6742374791,6742374795,0,nan,footway,26.7,43.603,-116.2017,0.0,0.5,10.7905,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.2319,"LINESTRING (-116.201807 43.60296, -116.201712 43.602986, -116.201647 43.603026, -116.20159 43.603069, -116.201562 43.60311)"
821,6742374797,6781407326,0,nan,path,62.0,43.6036,-116.2016,0.0,1.0,7.1809,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.0,"LINESTRING (-116.201906 43.603733, -116.201222 43.603477)"
822,6742374804,6742374807,0,nan,path,42.4,43.6049,-116.1991,0.0,1.0,0.0,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.198967 43.604735, -116.198965 43.604858, -116.199322 43.604864)"
823,6742374811,6778055715,0,nan,pedestrian,72.6,43.6017,-116.2029,0.1398,1.0,10.4093,2,0,0,0.3267,0.0558,0.1567,0.3769,0.002,True,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.1194,"LINESTRING (-116.202475 43.601724, -116.203377 43.601718)"
824,6742374811,6778055703,0,nan,path,64.1,43.602,-116.2032,0.292,0.25,10.4093,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.424,"LINESTRING (-116.203 43.602226, -116.203016 43.602199, -116.203103 43.602085, -116.203377 43.601718)"
825,6742374816,6742374816,0,nan,path,103.2,43.6014,-116.203,0.0,1.0,10.4093,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0934,"LINESTRING (-116.203427 43.601292, -116.203386 43.601462, -116.203002 43.601463, -116.203002 43.601294, -116.203427 43.601292)"
826,6742374816,6742374828,0,nan,path,28.6,43.6012,-116.2035,0.0,1.0,10.4093,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0934,"LINESTRING (-116.203498 43.60104, -116.203481 43.601105, -116.203427 43.601292)"
827,6742374819,6742374827,0,nan,path,42.6,43.6013,-116.2037,0.0,1.0,10.4093,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0934,"LINESTRING (-116.203745 43.601128, -116.203736 43.601162, -116.203654 43.601506)"
828,6743332807,6743332809,0,nan,path,52.8,43.6051,-116.2058,0.0,1.0,9.3227,9,0,1,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.023,"LINESTRING (-116.20569 43.604902, -116.205806 43.605237, -116.20583 43.605301, -116.205854 43.605362)"
829,6743332809,6797632317,0,nan,footway,34.4,43.6048,-116.2055,0.0,1.0,8.2348,9,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.205308 43.604762, -116.20569 43.604902)"
830,6743332866,7516027544,0,nan,footway,25.9,43.6039,-116.2109,0.0,1.0,8.8727,2,0,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.1562,"LINESTRING (-116.211063 43.603912, -116.210936 43.603927, -116.210885 43.603933, -116.210873 43.603933, -116.210795 43.603858)"
831,6746387794,13879774715,0,nan,footway,69.2,43.6085,-116.2039,0.0,0.0,0.0,4,1,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3084,"LINESTRING (-116.203547 43.608339, -116.204333 43.608591)"
832,6746387794,7234149098,0,nan,footway,31.2,43.6085,-116.2045,0.0,0.0,0.0,0,0,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.32,"LINESTRING (-116.204613 43.608402, -116.204542 43.608431, -116.204474 43.608469, -116.204442 43.60849, -116.204333 43.608591)"
833,6746387807,13879774752,0,nan,footway,76.8,43.6076,-116.2051,0.0,0.0,0.0,0,0,3,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3733,"LINESTRING (-116.204922 43.607886, -116.204926 43.607879, -116.204933 43.607833, -116.204925 43.607766, -116.204954 43.607707, -116.205032 43.607638, -116.205069 43.607581, -116.205072 43.607448, -116.205098 43.60739, -116.20516 43.607319, -116.205236 43.607264)"
834,6748711652,6748711659,0,nan,footway,28.8,43.6061,-116.2106,0.7174,1.0,9.5777,5,1,4,0.0116,0.1508,0.2881,0.0829,0.0068,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.6023,"LINESTRING (-116.210715 43.606007, -116.210585 43.606134, -116.210546 43.606185, -116.210511 43.60622)"
835,6748711652,7967942266,0,nan,footway,80.2,43.6065,-116.2102,0.6533,1.0,10.4565,2,0,4,0.0165,0.1915,0.2662,0.0791,0.0028,True,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.5329,"LINESTRING (-116.209937 43.606809, -116.210084 43.606662, -116.210269 43.60647, -116.210429 43.606303, -116.210477 43.606254, -116.210511 43.60622)"
836,6748711660,6748752406,0,nan,path,53.5,43.606,-116.2099,0.0,1.0,10.1636,4,1,4,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3411,"LINESTRING (-116.209582 43.605966, -116.21008 43.606098, -116.210148 43.606182)"
837,6748711677,12200682046,0,nan,path,50.1,43.6061,-116.2094,0.0,0.6667,10.4565,1,0,4,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.4157,"LINESTRING (-116.209606 43.606298, -116.209214 43.605948)"
838,6748752406,12200682046,0,nan,path,40.1,43.6061,-116.2095,0.0,1.0,10.4565,1,0,4,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3067,"LINESTRING (-116.209606 43.606298, -116.209621 43.606279, -116.20956 43.606211, -116.209533 43.606156, -116.209528 43.606101, -116.20953 43.606048, -116.209582 43.605966)"
839,6748752418,12200682048,0,nan,footway,61.5,43.6059,-116.2091,0.0,0.0,0.0,1,0,4,0.067,0.4084,0.0524,0.0222,0.006,True,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3778,"LINESTRING (-116.209001 43.606142, -116.209033 43.606082, -116.209126 43.605909, -116.209135 43.605901, -116.209176 43.605866, -116.209207 43.605834, -116.209247 43.605789, -116.20932 43.605645)"
840,6748752420,6748752421,0,nan,path,38.4,43.6053,-116.2095,0.491,1.0,9.5777,0,0,4,0.2263,0.1235,0.2043,0.1718,0.048,True,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.5384,"LINESTRING (-116.209497 43.605474, -116.209521 43.605457, -116.209565 43.605211, -116.209576 43.605139)"
841,6748752422,6748752451,0,nan,footway,38.4,43.6053,-116.2095,0.6564,1.0,9.5777,0,0,4,0.245,0.1396,0.1828,0.1562,0.0408,True,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.6029,"LINESTRING (-116.209564 43.605142, -116.209402 43.605467)"
842,6748752440,6748752445,0,nan,footway,70.6,43.6054,-116.2105,0.3307,1.0,9.5777,5,1,4,0.0238,0.2129,0.2695,0.057,0.0105,True,1.0,0.0,25.0,2.0,0.0,1.0,7.0,0.92,0.4515,"LINESTRING (-116.210089 43.605274, -116.210908 43.6055)"
843,6748752445,12196126456,0,nan,footway,42.3,43.6052,-116.2098,0.7356,1.0,9.5777,2,1,4,0.0352,0.1255,0.2954,0.1201,0.0223,True,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.658,"LINESTRING (-116.209598 43.605138, -116.20967 43.605158, -116.210089 43.605274)"
844,6754570367,8223337178,0,nan,path,37.1,43.6107,-116.1903,0.0882,0.0,0.0,2,0,3,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3305,"LINESTRING (-116.190311 43.610571, -116.190316 43.610905)"
845,6758505317,7221772563,0,nan,footway,38.4,43.6042,-116.1877,0.3159,1.0,0.0,3,0,0,0.0888,0.137,0.0949,0.1018,0.0068,True,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0,"LINESTRING (-116.187571 43.604324, -116.187586 43.604287, -116.187613 43.60425, -116.18764 43.604207, -116.187664 43.604171, -116.18769 43.604137, -116.187716 43.604107, -116.187738 43.60408, -116.187752 43.604063, -116.187792 43.604019)"
846,6760344430,6791772309,0,nan,path,25.1,43.6055,-116.2071,0.0,1.0,0.0,1,0,3,0.1384,0.3364,0.0,0.1252,0.0276,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.0,"LINESTRING (-116.207166 43.60553, -116.206937 43.605376)"
847,6765193353,6765193360,0,nan,path,35.6,43.6072,-116.2003,0.0,0.0,0.0,0,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.2136,"LINESTRING (-116.200297 43.607026, -116.200268 43.607078, -116.200254 43.607106, -116.200254 43.607142, -116.20027 43.607189, -116.20029 43.607227, -116.200267 43.607275, -116.200237 43.60733)"
848,6765388939,10649854539,0,nan,path,39.5,43.6066,-116.2023,0.0,0.0,0.0,0,0,0,0.0122,0.4918,0.0022,0.0,0.0088,True,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2136,"LINESTRING (-116.202277 43.606754, -116.202281 43.606694, -116.202244 43.606528, -116.202206 43.606404)"
849,6765388959,11135182649,0,nan,footway,132.1,43.608,-116.2011,0.0,0.5,5.3127,1,0,1,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.248,"LINESTRING (-116.201449 43.608565, -116.201345 43.60842, -116.201284 43.608321, -116.201164 43.608214, -116.20113 43.608162, -116.201115 43.608092, -116.20111 43.608024, -116.201118 43.607947, -116.201159 43.607799, -116.201167 43.607754, -116.201167 43.607722, -116.20116 43.607682, -116.201141 43.607636, -116.201111 43.607593, -116.201068 43.607556, -116.201026 43.607526, -116.200971 43.607498)"
850,6767396471,6767396474,0,nan,footway,33.1,43.6015,-116.2,0.0,1.0,4.9977,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.0,"LINESTRING (-116.199785 43.601476, -116.200131 43.601473, -116.200187 43.60145)"
851,6767396471,6767396473,0,nan,path,38.1,43.6014,-116.2,0.0,1.0,7.402,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,4.0,0.92,0.0328,"LINESTRING (-116.199787 43.601277, -116.200096 43.601438, -116.200187 43.60145)"
852,6767396471,6780113339,0,nan,footway,82.0,43.6018,-116.2,0.0,1.0,4.9977,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0,"LINESTRING (-116.199806 43.602085, -116.199881 43.602036, -116.199941 43.601983, -116.19997 43.601948, -116.199971 43.601935, -116.199967 43.601917, -116.199969 43.601898, -116.199975 43.601885, -116.199991 43.60187, -116.200001 43.601855, -116.2 43.601839, -116.19999 43.601819, -116.200047 43.601797, -116.200068 43.601783, -116.200081 43.601763, -116.200114 43.601689, -116.200135 43.60163, -116.200152 43.601579, -116.200155 43.601538, -116.200155 43.601484, -116.200187 43.60145)"
853,6767396471,6778598108,0,nan,footway,42.0,43.6013,-116.2002,0.0577,0.3333,4.9977,2,0,0,0.132,0.209,0.2664,0.0482,0.0107,True,1.0,0.0,25.0,2.0,0.0,1.0,4.0,0.92,0.2379,"LINESTRING (-116.200175 43.601074, -116.200185 43.601094, -116.200182 43.601427, -116.200187 43.60145)"
854,6767396474,6767473298,0,nan,footway,44.0,43.6015,-116.1995,0.0,1.0,4.9977,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.0259,"LINESTRING (-116.199239 43.601475, -116.199785 43.601476)"
855,6767396475,6767396478,0,nan,path,31.0,43.6012,-116.1996,0.0807,1.0,8.6041,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.1068,"LINESTRING (-116.199406 43.601174, -116.199764 43.601175, -116.199787 43.601185)"
856,6767396479,6767396481,0,nan,path,42.0,43.6012,-116.199,0.1577,1.0,8.6041,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0724,"LINESTRING (-116.198781 43.601159, -116.198953 43.601175, -116.199301 43.601172)"
857,6767473285,6767473298,0,nan,footway,50.4,43.6014,-116.1989,0.0,1.0,7.402,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.0328,"LINESTRING (-116.199239 43.601475, -116.199027 43.601474, -116.198711 43.60128)"
858,6767473298,6780113339,0,nan,path,109.0,43.6018,-116.1995,0.0,1.0,4.9977,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0259,"LINESTRING (-116.199806 43.602085, -116.199768 43.602057, -116.199709 43.602031, -116.199675 43.602025, -116.199625 43.602024, -116.199553 43.602027, -116.199483 43.602023, -116.199487 43.601865, -116.199484 43.601656, -116.19924 43.601658, -116.199239 43.601475)"
859,6770725268,7234149176,0,nan,footway,113.2,43.6086,-116.2083,1.6227,0.0,0.0,1,0,6,0.0052,0.1674,0.0032,0.3896,0.0034,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,1.0,"LINESTRING (-116.207937 43.609051, -116.20798 43.609007, -116.208636 43.60833, -116.208669 43.608292, -116.20871 43.608205)"
860,6770758309,6770758310,0,nan,path,32.3,43.6037,-116.2036,0.0,1.0,8.1934,5,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.20369 43.60357, -116.203515 43.603831)"
861,6770758309,6770758312,0,nan,footway,29.1,43.6038,-116.2034,0.0,1.0,0.0,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.203192 43.603714, -116.203515 43.603831)"
862,6770758310,6770758312,0,nan,path,61.2,43.6035,-116.2034,0.0,1.0,8.1934,6,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.203192 43.603714, -116.203363 43.603455, -116.20369 43.60357)"
863,6770758310,6780115476,0,nan,path,26.7,43.6036,-116.2038,0.0,1.0,8.7534,5,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.203991 43.603657, -116.203767 43.603579, -116.203733 43.603584, -116.20369 43.60357)"
864,6776095245,6781407336,0,nan,footway,25.7,43.6026,-116.2029,0.7982,1.0,4.375,2,0,0,0.1358,0.1658,0.2788,0.1016,0.0063,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.2971,"LINESTRING (-116.20301 43.60248, -116.202987 43.602497, -116.202861 43.602683)"
865,6776095252,6776137801,0,nan,path,34.6,43.6014,-116.2022,0.3123,0.5,10.7905,7,1,0,0.0432,0.153,0.2709,0.0842,0.0056,True,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.3862,"LINESTRING (-116.202163 43.601595, -116.202164 43.601522, -116.202167 43.601488, -116.202173 43.601451, -116.202203 43.601374, -116.202083 43.601372)"
866,6776095252,6781683311,0,nan,path,26.9,43.6014,-116.2019,0.0916,1.0,10.7905,9,1,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.1209,"LINESTRING (-116.201896 43.601478, -116.201893 43.60142, -116.201893 43.601374, -116.202083 43.601372)"
867,6776095254,6776095268,0,nan,footway,75.0,43.6011,-116.2017,0.2,1.0,10.7905,8,2,0,0.3022,0.2006,0.1797,0.1234,0.0138,True,1.0,0.0,25.0,2.0,0.0,1.0,10.0,0.92,0.2299,"LINESTRING (-116.201206 43.601078, -116.201249 43.601071, -116.202136 43.601076)"
868,6776095257,6776137803,0,nan,path,30.4,43.6019,-116.2022,0.0697,0.5,0.0,7,0,0,0.021,0.1075,0.2662,0.1488,0.0032,True,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0,"LINESTRING (-116.202175 43.601761, -116.202197 43.601843, -116.202242 43.601922, -116.202097 43.601921)"
869,6776095262,7076269010,0,nan,path,42.1,43.6022,-116.2021,0.0397,0.6667,10.7905,5,0,0,,,,,,False,,,,,,,,,0.1442,"LINESTRING (-116.201932 43.602383, -116.201963 43.602352, -116.2021 43.602223, -116.202258 43.602224, -116.202346 43.602222)"
870,6776095268,6776137793,0,nan,footway,67.0,43.6011,-116.2008,0.1961,0.5,10.7905,6,1,0,0.3324,0.1817,0.1714,0.1697,0.0134,True,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.3503,"LINESTRING (-116.200374 43.601075, -116.201206 43.601078)"
871,6776095270,6793695964,0,nan,footway,30.5,43.6021,-116.2006,0.0,1.0,10.7905,4,1,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.1339,"LINESTRING (-116.200786 43.602134, -116.200453 43.602003)"
872,6776095273,6780113372,0,nan,footway,36.9,43.6021,-116.2001,0.0,0.3333,4.9977,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.2439,"LINESTRING (-116.199936 43.602183, -116.200062 43.602081, -116.200202 43.601914)"
873,6776095276,6797786149,0,nan,path,33.4,43.6017,-116.2004,0.0,1.0,10.7905,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.0683,"LINESTRING (-116.200446 43.601541, -116.200445 43.601552, -116.20043 43.601623, -116.200399 43.601702, -116.200387 43.601752, -116.200391 43.601836)"
874,6778014262,6778055726,0,nan,footway,28.1,43.6023,-116.2027,0.6642,0.0,0.0,3,0,0,0.0432,0.2289,0.2231,0.0602,0.0041,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.3751,"LINESTRING (-116.202802 43.602416, -116.202742 43.602391, -116.202611 43.602325, -116.202526 43.602264)"
875,6778055703,6791748556,0,nan,footway,37.9,43.6023,-116.2032,0.6451,0.0,0.0,1,0,0,0.0304,0.0924,0.2748,0.1715,0.0072,True,1.0,0.0,25.0,2.0,0.0,1.0,4.0,0.92,0.4164,"LINESTRING (-116.203421 43.602368, -116.203411 43.602371, -116.203385 43.602369, -116.203334 43.602352, -116.203167 43.60229, -116.203 43.602226)"
876,6778055703,6778055715,0,nan,footway,71.6,43.602,-116.2027,0.3862,0.25,10.4093,4,0,0,0.1433,0.0311,0.2511,0.2831,0.0041,True,1.0,0.0,25.0,2.0,0.0,1.0,1.0,0.92,0.4249,"LINESTRING (-116.202475 43.601724, -116.202487 43.601756, -116.202505 43.601795, -116.202526 43.601832, -116.20255 43.601871, -116.202592 43.601921, -116.202626 43.601963, -116.202668 43.602005, -116.202749 43.602075, -116.20282 43.602125, -116.202871 43.602158, -116.202955 43.602203, -116.203 43.602226)"
877,6778055703,6778055726,0,nan,footway,26.5,43.6023,-116.2029,1.1509,0.0,0.0,2,0,0,0.0393,0.2698,0.1745,0.0385,0.0048,True,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.5851,"LINESTRING (-116.202802 43.602416, -116.202909 43.602314, -116.203 43.602226)"
878,6778055715,6778055723,0,nan,footway,70.4,43.6014,-116.2025,0.2297,1.0,10.4093,3,1,0,0.1589,0.0405,0.2405,0.2879,0.0097,True,1.0,0.0,25.0,2.0,0.0,1.0,8.0,0.92,0.2356,"LINESTRING (-116.202455 43.601091, -116.202455 43.601207, -116.202458 43.601272, -116.20246 43.601346, -116.20246 43.601431, -116.20246 43.601511, -116.202457 43.601591, -116.202461 43.601645, -116.202475 43.601724)"
879,6778598099,6778598100,0,nan,footway,76.5,43.6009,-116.2017,0.1284,1.0,0.0,7,2,0,0.0195,0.1008,0.2175,0.205,0.0122,True,1.0,0.0,25.0,2.0,0.0,1.0,10.0,0.92,0.0,"LINESTRING (-116.201203 43.600904, -116.202153 43.600899)"
880,6778598106,6778598107,0,nan,footway,36.4,43.6009,-116.2001,0.0597,0.6667,9.7308,5,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.1421,"LINESTRING (-116.199864 43.60087, -116.200316 43.600869)"
881,6778598106,6793745375,0,nan,footway,53.7,43.6009,-116.2006,0.1808,1.0,9.7308,6,2,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.2302,"LINESTRING (-116.200982 43.600867, -116.200316 43.600869)"
882,6778598107,6779700170,0,nan,path,89.3,43.6005,-116.1999,0.0181,1.0,10.7532,4,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.0392,"LINESTRING (-116.199853 43.600067, -116.199864 43.60087)"
883,6778598107,11733513724,0,nan,footway,92.5,43.6009,-116.1993,0.2375,0.8333,12.798,8,0,0,0.0428,0.1124,0.1598,0.1837,0.005,True,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.1548,"LINESTRING (-116.198719 43.600899, -116.198819 43.600879, -116.199218 43.60087, -116.199864 43.60087)"
884,6778598108,6778598111,0,nan,footway,25.4,43.6011,-116.2,0.0641,0.5,8.6041,2,0,0,0.1317,0.2106,0.253,0.0571,0.0078,True,1.0,0.0,25.0,2.0,0.0,1.0,4.0,0.92,0.2353,"LINESTRING (-116.19986 43.601069, -116.200141 43.601069, -116.200175 43.601074)"
885,6778598110,6797586634,0,nan,footway,91.0,43.6011,-116.198,0.177,1.0,4.7502,3,0,2,0.0597,0.2588,0.1836,0.0843,0.0008,True,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.1482,"LINESTRING (-116.197452 43.601072, -116.198581 43.601072)"
886,6778598111,6778598114,0,nan,footway,36.5,43.6011,-116.1996,0.1127,1.0,8.6041,2,0,0,0.2094,0.3189,0.0808,0.1446,0.0026,True,1.0,0.0,25.0,2.0,0.0,1.0,4.0,0.92,0.0907,"LINESTRING (-116.199408 43.60107, -116.19986 43.601069)"
887,6778598112,6778598113,0,nan,footway,42.1,43.6011,-116.199,0.2424,1.0,8.6041,4,0,0,0.252,0.3934,0.0083,0.1695,0.0061,True,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.1054,"LINESTRING (-116.199303 43.601071, -116.198781 43.601072)"
888,6779688110,6781370874,0,nan,footway,34.4,43.603,-116.2033,0.0,1.0,4.375,3,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0,"LINESTRING (-116.203107 43.602924, -116.203489 43.603063)"
889,6779700170,8822877248,0,nan,footway,46.9,43.6001,-116.1996,0.0,0.3333,0.0,1,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,0.0,0.92,0.0559,"LINESTRING (-116.19927 43.600058, -116.199853 43.600067)"
890,6780113339,6780113366,0,nan,footway,251.5,43.6023,-116.1983,0.0,0.0714,0.0,3,1,1,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,9.0,0.92,0.2475,"LINESTRING (-116.197198 43.60166, -116.197221 43.601742, -116.197222 43.601764, -116.197246 43.601824, -116.197302 43.601899, -116.197354 43.601963, -116.197426 43.602027, -116.197512 43.602096, -116.197562 43.602129, -116.197631 43.602162, -116.197703 43.602195, -116.197826 43.602236, -116.197909 43.602253, -116.197984 43.602267, -116.198061 43.602275, -116.198115 43.602279, -116.198332 43.60228, -116.199065 43.60228, -116.199192 43.602278, -116.199284 43.602274, -116.199375 43.602259, -116.199443 43.602241, -116.199531 43.602218, -116.199623 43.602188, -116.199688 43.602158, -116.199755 43.60212, -116.199806 43.602085)"
891,6780113365,6780113371,0,nan,footway,51.1,43.6013,-116.1972,0.0207,1.0,5.5725,1,0,2,0.0011,0.0938,0.3959,0.2849,0.0057,True,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.15,"LINESTRING (-116.197187 43.601075, -116.197166 43.60109, -116.19716 43.601113, -116.197156 43.601528)"
892,6780115930,6781370874,0,nan,path,55.8,43.6031,-116.203,0.0,1.0,7.2388,6,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,2.0,0.92,0.0,"LINESTRING (-116.203107 43.602924, -116.202796 43.603372)"
893,6780119788,7967942245,0,nan,footway,92.5,43.6024,-116.1988,0.0,0.8333,11.195,2,2,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.2871,"LINESTRING (-116.199358 43.602397, -116.199259 43.602406, -116.19911 43.602409, -116.19821 43.60242)"
894,6780119804,6780119812,0,nan,footway,89.3,43.6019,-116.1971,0.0,0.0,0.0,2,0,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.2429,"LINESTRING (-116.196968 43.601554, -116.196974 43.601617, -116.196992 43.601717, -116.197044 43.601822, -116.197092 43.60191, -116.19716 43.602003, -116.197303 43.602143, -116.197401 43.602218, -116.19746 43.602244)"
895,6780119812,6780119817,0,nan,footway,48.8,43.6013,-116.197,0.0616,0.0,0.0,1,0,2,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,5.0,0.92,0.2954,"LINESTRING (-116.196971 43.601117, -116.196975 43.601452, -116.19697 43.601469, -116.19696 43.60149, -116.196968 43.601554)"
896,6780119816,6797586644,0,nan,footway,60.6,43.6011,-116.1966,0.1882,0.5,0.0,3,0,3,0.0004,0.0989,0.3908,0.2567,0.0008,True,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.1857,"LINESTRING (-116.196207 43.60108, -116.196932 43.601073, -116.19696 43.601076)"
897,6781370875,6781407328,0,nan,footway,29.1,43.6035,-116.2025,0.0,1.0,0.0,2,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,3.0,0.92,0.0,"LINESTRING (-116.202361 43.603414, -116.202685 43.603531)"
898,6781407299,6781407340,0,nan,footway,63.0,43.603,-116.2025,0.0051,1.0,10.7905,3,0,0,,,,,,False,1.0,0.0,25.0,2.0,0.0,1.0,6.0,0.92,0.0501,"LINESTRING (-116.202649 43.6027, -116.202556 43.602844, -116.202504 43.602917, -116.202477 43.602956, -116.20245 43.602978, -116.202373 43.603027, -116.202308 43.603062, -116.202174 43.603132)"
